Sentence #,Word,POS,Tag
,3,CD,I-address
,JALAN,NNP,I-address
,PELABUR,NNP,I-address
,23/1,CD,I-address
,40300,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,TEL:,ADD,O
,03-,XX,O
,55423228,CD,O
,GST,NNP,O
,ID:,NNP,O
,000381399040,CD,O
,TAX,NN,O
,INVOICE,NNP,O
,/,SYM,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,FW,O
,INV,NN,O
,NO.:,XX,O
,7806F710,CD,O
,VE0514,NNP,O
,DATE:,NNP,O
,06/08/2017,CD,B-date
,MAKASSAR,NNP,O
,FRESH,NNP,O
,MARKET,NNP,O
,SDN,NNP,B-company
,BHD,NNP,I-company
,GROUND,NNP,O
,FLOOR,NNP,O
,NO.,NNP,O
,4,CD,O
,&,CC,O
,6,CD,O
,JALAN,NNP,B-address
,SS,NNP,O
,15/4B,CD,O
,47500,CD,O
,SUBANG,NNP,O
,JAYA,NNP,O
,SELANGOR,RB,O
,VE05:,FW,O
,RIDZUAN(11900),NNP,O
,DD:,IN,O
,06/08/2017,CD,B-date
,10:49,CD,O
,DESCRIPTION,NNP,O
,U.P,NNP,O
,D,NNP,O
,AMT(RM),NNP,O
,O.C.,NNP,O
,WHITE,NNP,O
,2.13,CD,O
,12,CD,O
,0,NFP,O
,0,NFP,O
,12,CD,O
,25.56,CD,O
,WHOLEMEAL,NNP,O
,2.78,CD,O
,5,CD,O
,0,NFP,O
,0,NFP,O
,5,CD,O
,13.90,CD,O
,O.C,IN,O
,JUMBO,NNP,O
,2.97,CD,O
,5,CD,O
,0,NFP,O
,0,NFP,O
,5,CD,O
,14.85,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,54.31,CD,O
,TWIG-CHOC,NNP,O
,1.33,CD,O
,10,CD,O
,0,NFP,O
,0,NFP,O
,10,CD,O
,13.30,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNP,O
,(EXCL.,-LRB-,O
,GST):,NNP,O
,13.30,CD,O
,GST:,NNP,O
,0.80,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNS,O
,(INC.,-LRB-,O
,GST):,NNP,O
,14.10,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,54.31,CD,O
,TOTAL,JJ,O
,PAYABLE:,NNS,O
,68.41,CD,B-total
,E.&.0.E.,NFP,O
,RECEIVED,VBD,O
,ABOVE,JJ,O
,GOODS,NN,O
,IN,IN,O
,GOOD,JJ,O
,ORDER,NN,O
,CONDITION.,NN,O
,THE,DT,O
,RECIPIENT,NNP,O
,OF,IN,O
,GARDENIA'S,NNP,O
,PRODUCTS,NNP,O
,IS,VBZ,O
,REQUIRED,NN,O
,TO,IN,O
,MAKE,NNP,O
,NECESSARY,NN,O
,ADJUSTMENTS,NNS,O
,TO,IN,O
,ITS,PRP,O
,INPUT,NN,O
,TAX,NN,O
,CLAIMS,NNS,O
,ON,IN,O
,THE,DT,O
,BASIC,NN,O
,OF,IN,O
,THE,DT,O
,ADJUSTMENTS,NNS,O
,SHOWN,VBN,O
,IN,IN,O
,THIS,DT,O
,TAX,NN,O
,INVOICE,NN,O
,/,.,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CUSTOMER'S,NNP,O
,COPY,NNP,O
,FAX:03-,NN,O
,55423213,CD,O
,ISS,NNP,O
,EXC,NNP,O
,SALE,NNP,O
Sentence: 340,MAKASSAR,JJ,B-company
,FRESH,JJ,I-company
,MARKET,NN,I-company
,S/B.,NN,O
,(CO.NO.,:,O
,1208604-T),CD,O
,GROUND,NNP,B-address
,FLOOR,NNP,I-address
,NO.,NNP,I-address
,4,CD,I-address
,&,CC,I-address
,6,CD,I-address
,JALAN,NNP,I-address
,SS15/4B,NNP,I-address
,47500,CD,I-address
,SUBANG,NNP,I-address
,JAYA,NNP,I-address
,SELANGOR.,NNP,I-address
,TEL:03-56131328,NNP,O
,OUTLET,NN,O
,:,:,O
,PLU,NNP,O
,RECEIPT,NNP,O
,NO,NNP,O
,:,:,O
,16741,CD,O
,[TERMINAL,XX,O
,:002],.,O
,[CASHIER,XX,O
,:SV2],:,O
,05-AUG-2017,ADD,B-date
,02:11:23,CD,O
,PM,NN,O
,FRUITS,NNP,O
,@24.00,NFP,O
,40158,CD,O
,*1,NN,O
,24.00,CD,O
,FRUITS,NNP,O
,@16.00,NFP,O
,40158,CD,O
,*1,NN,O
,16.00,CD,O
,VOLUME,NN,O
,:,:,O
,2,CD,O
,ITEMS,NNS,O
,SUB,NNP,O
,TOTAL,NNP,O
,RM40.00,NNP,B-total
,ROUNDING,NNP,O
,ADJ.,NNP,O
,RM0.00,NNP,O
,TOTAL,NNP,O
,RM40.00,NNP,B-total
,PAYMENT,NNS,O
,TYPE,NNP,O
,CASH,NNP,O
,RECEIVED,VBD,O
,CASH,NNS,O
,RM50.00,ADD,O
,CHANGE,NNP,O
,RM10.00,:,O
,THANK,VBP,O
,YOU,PRP,O
,!,.,O
,PLS,NN,O
,COME,VBP,O
,AGAIN.,NNP,O
,GOODS,JJ,O
,SOLD,NN,O
,ARE,VBP,O
,NOT,RB,O
,RETURNABLE,VBN,O
,!,.,O
,PLS,NNP,O
,VERIFY,VBD,O
,YOUR,PRP$,O
,BILL,NN,O
,BEFORE,IN,O
,LEAVING,VBG,O
,THE,DT,O
Sentence: 341,GARDENIA,NNP,B-company
,BAKERIES,NNP,I-company
,(KL),-LRB-,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,(139386,NNP,O
,X),NNP,O
,LOT,NNP,B-address
,3,CD,I-address
,JALAN,NNP,I-address
,PELABUR,NNP,I-address
,23/1,CD,I-address
,40300,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,TEL:,ADD,O
,03-,XX,O
,55423228,CD,O
,GST,NNP,O
,ID:,NNP,O
,000381399040,CD,O
,TAX,NN,O
,INVOICE,NNP,O
,/,SYM,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,FW,O
,INV,NNP,O
,NO.:,XX,O
,7805F712,CD,O
,VE0514,NNP,O
,DATE:,NNP,O
,05/08/2017,CD,B-date
,MAKASSAR,NNP,O
,FRESH,NNP,O
,MARKET,NNP,O
,SDN,NNP,B-company
,BHD,NNP,I-company
,GROUND,NNP,O
,FLOOR,NNP,O
,NO.,NNP,O
,4,CD,O
,&,CC,O
,6,CD,O
,JALAN,NNP,B-address
,SS,NNP,O
,15/4B,CD,O
,47500,CD,O
,SUBANG,NNP,O
,JAYA,NNP,O
,SELANGOR,RB,O
,VE05:,FW,O
,RIDZUAN(11900),NNP,O
,DD:,IN,O
,05/08/2017,CD,B-date
,11:00,CD,O
,DESCRIPTION,NNP,O
,U.P,NNP,O
,D,NNP,O
,AMT(RM),NNP,O
,O.C.,NNP,O
,WHITE,NNP,O
,2.13,CD,O
,5,CD,O
,1,LS,O
,0,NFP,O
,4,LS,O
,8.52,CD,O
,WHOLEMEAL,NNP,O
,2.78,CD,O
,1,LS,O
,2,LS,O
,0,NFP,O
,-1,.,O
,-2.78,NFP,O
,O.C,IN,O
,JUMBO,NNP,O
,2.97,CD,O
,3,LS,B-address
,1,LS,O
,0,NFP,O
,2,LS,O
,5.94,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,11.68,CD,O
,CR-B'SCOTCH,.,O
,0.72,CD,O
,10,CD,O
,0,NFP,O
,0,NFP,O
,10,CD,O
,7.20,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNP,O
,(EXCL.,-LRB-,O
,GST):,NNP,O
,7.20,CD,O
,GST:,NNP,O
,0.43,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNS,O
,(INC.,-LRB-,O
,GST):,NNP,O
,7.63,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,11.68,CD,O
,TOTAL,JJ,O
,PAYABLE:,NNS,O
,19.31,CD,B-total
,E.&.0.E.,NFP,O
,RECEIVED,VBD,O
,ABOVE,JJ,O
,GOODS,NN,O
,IN,IN,O
,GOOD,JJ,O
,ORDER,NN,O
,CONDITION.,NN,O
,THE,DT,O
,RECIPIENT,NNP,O
,OF,IN,O
,GARDENIA'S,NNP,O
,PRODUCTS,NNP,O
,IS,VBZ,O
,REQUIRED,NN,O
,TO,IN,O
,MAKE,NNP,O
,NECESSARY,NN,O
,ADJUSTMENTS,NNS,O
,TO,IN,O
,ITS,PRP,O
,INPUT,NN,O
,TAX,NN,O
,CLAIMS,NNS,O
,ON,IN,O
,THE,DT,O
,BASIC,NN,O
,OF,IN,O
,THE,DT,O
,ADJUSTMENTS,NNS,O
,SHOWN,VBN,O
,IN,IN,O
,THIS,DT,O
,TAX,NN,O
,INVOICE,NN,O
,/,.,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CUSTOMER'S,NNP,O
,COPY,NNP,O
,FAX:03-,NN,O
,55423213,CD,O
,ISS,NNP,O
,EXC,NNP,O
,SALE,NNP,O
Sentence: 342,GARDENIA,NNP,B-company
,BAKERIES,NNP,I-company
,(KL),-LRB-,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,(139386,NNP,O
,X),NNP,O
,LOT,NNP,B-address
,3,CD,I-address
,JALAN,NNP,I-address
,PELABUR,NNP,I-address
,23/1,CD,I-address
,40300,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,TEL:,ADD,O
,03-,XX,O
,55423228,CD,O
,GST,NNP,O
,ID:,NNP,O
,000381399040,CD,O
,TAX,NN,O
,INVOICE,NNP,O
,/,SYM,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,FW,O
,INV,NN,O
,NO.:,XX,O
,7803F712,CD,O
,VE0514,NNP,O
,DATE:,NNP,O
,03/08/2017,CD,B-date
,MAKASSAR,NNP,O
,FRESH,NNP,O
,MARKET,NNP,O
,SDN,NNP,B-company
,BHD,NNP,I-company
,GROUND,NNP,O
,FLOOR,NNP,O
,NO.,NNP,O
,4,CD,O
,&,CC,O
,6,CD,O
,JALAN,NNP,B-address
,SS,NNP,O
,15/4B,CD,O
,47500,CD,O
,SUBANG,NNP,O
,JAYA,NNP,O
,SELANGOR,RB,O
,VE05:,FW,O
,RIDZUAN(11900),NNP,O
,DD:,IN,O
,03/08/2017,CD,B-date
,11:10,CD,O
,DESCRIPTION,NNP,O
,U.P,NNP,O
,D,NNP,O
,AMT(RM),NNP,O
,O.C.,NNP,O
,WHITE,NNP,O
,2.13,CD,O
,5,CD,O
,1,LS,O
,0,NFP,O
,4,LS,O
,8.52,CD,O
,WHOLEMEAL,NNP,O
,2.78,CD,O
,5,CD,O
,2,LS,O
,0,NFP,O
,3,LS,B-address
,8.34,CD,O
,O.C,IN,O
,JUMBO,NNP,O
,2.97,CD,O
,3,LS,B-address
,2,LS,O
,0,NFP,O
,1,LS,O
,2.97,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,19.83,CD,O
,DELICIA-B/SCOTCH,NNP,O
,3.72,CD,O
,2,LS,O
,0,NFP,O
,0,NFP,O
,2,LS,O
,7.44,CD,O
,CR-B'SCOTCH,.,O
,0.72,CD,O
,10,CD,O
,0,NFP,O
,0,NFP,O
,10,CD,O
,7.20,CD,O
,BUN-SBILIS,NNP,O
,0.84,CD,O
,10,CD,O
,0,NFP,O
,0,NFP,O
,10,CD,O
,8.40,CD,O
,KAYA-PANDN,NNP,O
,2.40,CD,O
,3,LS,B-address
,0,NFP,O
,0,NFP,O
,3,LS,B-address
,7.20,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNP,O
,(EXCL.,-LRB-,O
,GST):,NNP,O
,30.24,CD,O
,GST:,NNP,O
,1.81,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNS,O
,(INC.,-LRB-,O
,GST):,NNP,O
,32.05,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,19.83,CD,O
,TOTAL,JJ,O
,PAYABLE:,NNS,O
,51.88,CD,B-total
,E.&.0.E.,NFP,O
,RECEIVED,VBD,O
,ABOVE,JJ,O
,GOODS,NN,O
,IN,IN,O
,GOOD,JJ,O
,ORDER,NN,O
,CONDITION.,NN,O
,THE,DT,O
,RECIPIENT,NNP,O
,OF,IN,O
,GARDENIA'S,NNP,O
,PRODUCTS,NNP,O
,IS,VBZ,O
,REQUIRED,NN,O
,TO,IN,O
,MAKE,NNP,O
,NECESSARY,NN,O
,ADJUSTMENTS,NNS,O
,TO,IN,O
,ITS,PRP,O
,INPUT,NN,O
,TAX,NN,O
,CLAIMS,NNS,O
,ON,IN,O
,THE,DT,O
,BASIC,NN,O
,OF,IN,O
,THE,DT,O
,ADJUSTMENTS,NNS,O
,SHOWN,VBN,O
,IN,IN,O
,THIS,DT,O
,TAX,NN,O
,INVOICE,NN,O
,/,.,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CUSTOMER'S,NNP,O
,COPY,NNP,O
,FAX:03-,NN,O
,55423213,CD,O
,ISS,NNP,O
,EXC,NNP,O
,SALE,NNP,O
Sentence: 343,GARDENIA,NNP,B-company
,BAKERIES,NNP,I-company
,(KL),-LRB-,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,(139386,NNP,O
,X),NNP,O
,LOT,NNP,B-address
,3,CD,I-address
,JALAN,NNP,I-address
,PELABUR,NNP,I-address
,23/1,CD,I-address
,40300,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,TEL:,ADD,O
,03-,XX,O
,55423228,CD,O
,GST,NNP,O
,ID:,NNP,O
,000381399040,CD,O
,TAX,NN,O
,INVOICE,NNP,O
,/,SYM,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,FW,O
,INV,NN,O
,NO.:,NNP,O
,7905F713,CD,O
,VE0514,NNP,O
,DATE:,NNP,O
,05/09/2017,CD,B-date
,MAKASSAR,NNP,O
,FRESH,NNP,O
,MARKET,NNP,O
,SDN,NNP,B-company
,BHD,NNP,I-company
,GROUND,NNP,O
,FLOOR,NNP,O
,NO.,NNP,O
,4,CD,O
,&,CC,O
,6,CD,O
,JALAN,NNP,B-address
,SS,NNP,O
,15/4B,CD,O
,47500,CD,O
,SUBANG,NNP,O
,JAYA,NNP,O
,SELANGOR,RB,O
,VE05:,FW,O
,RIDZUAN,NNP,O
,(11900),.,O
,DD:,IN,O
,05/09/2017,CD,B-date
,11:08,CD,O
,DESCRIPTION,NNP,O
,U.P,NNP,O
,D,NNP,O
,AMT(RM),NNP,O
,O.C.,NNP,O
,WHITE,NNP,O
,2.13,CD,O
,7,LS,O
,0,NFP,O
,0,NFP,O
,7,LS,O
,14.91,CD,O
,WHOLEHEAL,NNP,O
,2.78,CD,O
,4,LS,O
,3,LS,B-address
,0,NFP,O
,1,LS,O
,2.78,CD,O
,O.C,IN,O
,JUMBO,NNP,O
,2.97,CD,O
,2,LS,O
,0,NFP,O
,0,NFP,O
,2,LS,O
,5.94,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,23.63,CD,O
,CR-VANILLA,NNP,O
,0.72,CD,O
,20,CD,O
,0,NFP,O
,0,NFP,O
,20,CD,O
,14.40,CD,O
,CR-CORN,NNP,O
,0.72,CD,O
,20,CD,O
,0,NFP,O
,0,NFP,O
,20,CD,O
,14.40,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNP,O
,(EXCL.,-LRB-,O
,GST):,NNP,O
,28.80,CD,O
,GST:,NNP,O
,1.72,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNS,O
,(INC.,-LRB-,O
,GST):,NNP,O
,30.52,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,23.63,CD,O
,TOTAL,JJ,O
,PAYABLE:,NNS,O
,54.15,CD,B-total
,E.&.0.E.,NFP,O
,RECEIVED,VBD,O
,ABOVE,JJ,O
,GOODS,NN,O
,IN,IN,O
,GOOD,JJ,O
,ORDER,NN,O
,CONDITION.,NN,O
,THE,DT,O
,RECIPIENT,NNP,O
,OF,IN,O
,GARDENIA'S,NNP,O
,PRODUCTS,NNP,O
,IS,VBZ,O
,REQUIRED,NN,O
,TO,IN,O
,MAKE,NNP,O
,NECESSARY,NN,O
,ADJUSTMENTS,NNS,O
,TO,IN,O
,ITS,PRP,O
,INPUT,NN,O
,TAX,NN,O
,CLAIMS,NNS,O
,ON,IN,O
,THE,DT,O
,BASIC,NN,O
,OF,IN,O
,THE,DT,O
,ADJUSTMENTS,NNS,O
,SHOWN,VBN,O
,IN,IN,O
,THIS,DT,O
,TAX,NN,O
,INVOICE,NN,O
,/,.,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CUSTOMER'S,NNP,O
,COPY,NNP,O
,FAX:03-,NN,O
,55423213,CD,O
,ISS,NNP,O
,EXC,NNP,O
,SALE,NNP,O
Sentence: 344,GARDENIA,NNP,B-company
,BAKERIES,NNP,I-company
,(KL),-LRB-,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,(139386,NNP,O
,X),NNP,O
,LOT,NNP,B-address
,3,CD,I-address
,JALAN,NNP,I-address
,PELABUR,NNP,I-address
,23/1,CD,I-address
,40300,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,TEL:,ADD,O
,03,CD,O
,55423228,CD,O
,GST,NNP,O
,ID:,NNP,O
,000381399040,CD,O
,TAX,NN,O
,INVOICE,NNP,O
,/,SYM,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,FW,O
,INV,NN,O
,NO.:,$,O
,7903F711,CD,O
,VE0514,NNP,O
,DATE:,NNP,O
,03/09/2017,CD,B-date
,MAKASSAR,NNP,O
,FRESH,NNP,O
,MARKET,NNP,O
,SDN,NNP,B-company
,BHD,NNP,I-company
,GROUND,NNP,O
,FLOOR,NNP,O
,NO.,NNP,O
,4,CD,O
,&,CC,O
,6,CD,O
,JALAN,NNP,B-address
,SS,NNP,O
,15/4B,CD,O
,47500,CD,O
,SUBANG,NNP,O
,JAYA,NNP,O
,SELANGOR,RB,O
,VE05:,NNP,O
,AZLAN(3737),NNP,O
,DD:,IN,O
,03/09/2017,CD,B-date
,11:27,CD,O
,DESCRIPTION,NNP,O
,U.P,NNP,O
,D,NNP,O
,AMT(RM),NNP,O
,O.C.,NNP,O
,WHITE,NNP,O
,2.13,CD,O
,0,NFP,O
,1,LS,O
,0,NFP,O
,-1,.,O
,2.13,CD,O
,WHOLEMEAL,NNP,O
,2.78,CD,O
,5,CD,O
,0,NFP,O
,0,NFP,O
,5,CD,O
,13.90,CD,O
,O.C,IN,O
,JUMBO,NNP,O
,2.97,CD,O
,3,LS,B-address
,0,NFP,O
,0,NFP,O
,3,LS,B-address
,8.91,CD,O
,BONZ,NNP,O
,SAVER,NN,O
,2.97,CD,O
,3,LS,B-address
,0,NFP,O
,0,NFP,O
,3,LS,B-address
,8.91,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,29.59,CD,B-total
,CR-CHOCLT,NNP,O
,0.72,CD,O
,6,CD,O
,6,CD,O
,0,NFP,O
,0,NFP,O
,0.00,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNP,O
,(EXCL.,-LRB-,O
,GST):,NNP,O
,0.00,CD,O
,GST:,NNP,O
,0.00,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNS,O
,(INC.,-LRB-,O
,GST):,NNP,O
,0.00,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,29.59,CD,B-total
,TOTAL,JJ,O
,PAYABLE:,NNS,O
,29.59,CD,B-total
,E.&.0.E.,NFP,O
,RECEIVED,VBD,O
,ABOVE,JJ,O
,GOODS,NN,O
,IN,IN,O
,GOOD,JJ,O
,ORDER,NN,O
,CONDITION.,NN,O
,THE,DT,O
,RECIPIENT,NNP,O
,OF,IN,O
,GARDENIA'S,NNP,O
,PRODUCTS,NNP,O
,IS,VBZ,O
,REQUIRED,NN,O
,TO,IN,O
,MAKE,NNP,O
,NECESSARY,NN,O
,ADJUSTMENTS,NNS,O
,TO,IN,O
,ITS,PRP,O
,INPUT,NN,O
,TAX,NN,O
,CLAIMS,NNS,O
,ON,IN,O
,THE,DT,O
,BASIC,NN,O
,OF,IN,O
,THE,DT,O
,ADJUSTMENTS,NNS,O
,SHOWN,VBN,O
,IN,IN,O
,THIS,DT,O
,TAX,NN,O
,INVOICE,NN,O
,/,.,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CUSTOMER'S,NNP,O
,COPY,NNP,O
,FAX:03-,NN,O
,55423213,CD,O
,ISS,NNP,O
,EXC,NNP,O
,SALE,NNP,O
Sentence: 345,GARDENIA,NNP,B-company
,BAKERIES,NNP,I-company
,(KL),-LRB-,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,(139386,NNP,O
,X),NNP,O
,LOT,NNP,B-address
,3,CD,I-address
,JALAN,NNP,I-address
,PELABUR,NNP,I-address
,23/1,CD,I-address
,40300,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,TEL:,ADD,O
,03-,XX,O
,55423228,CD,O
,GST,NNP,O
,ID:,NNP,O
,000381399040,CD,O
,TAX,NN,O
,INVOICE,NNP,O
,/,SYM,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,FW,O
,INV,NNP,O
,NO.:,XX,O
,7930F713,CD,O
,VE0514,NNP,O
,DATE:,NNP,O
,30/09/2017,CD,B-date
,MAKASSAR,NNP,O
,FRESH,NNP,O
,MARKET,NNP,O
,SDN,NNP,B-company
,BHD,NNP,I-company
,GROUND,NNP,O
,FLOOR,NNP,O
,NO.,NNP,O
,4,CD,O
,&,CC,O
,6,CD,O
,JALAN,NNP,B-address
,SS,NNP,O
,15/4B,CD,O
,47500,CD,O
,SUBANG,NNP,O
,JAYA,NNP,O
,SELANGOR,RB,O
,VE05:,FW,O
,RIDZUAN,NNP,O
,(11900),.,O
,DD:,IN,O
,30/09/2017,CD,B-date
,11:52,CD,O
,DESCRIPTION,NNP,O
,U.P,NNP,O
,D,NNP,O
,AMT(RM),NNP,O
,O.C.,NNP,O
,WHITE,NNP,O
,2.13,CD,O
,10,CD,O
,0,NFP,O
,0,NFP,O
,10,CD,O
,21.30,CD,O
,O.C,IN,O
,JUMBO,NNP,O
,2.97,CD,O
,0,NFP,O
,2,LS,O
,0,NFP,O
,-2,:,O
,-5.94,NFP,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,15.36,CD,O
,CR-VANILLA,NNP,O
,0.72,CD,O
,0,NFP,O
,5,CD,O
,0,NFP,O
,-5,ADD,O
,-3.60,NFP,O
,CR-B'SCOTCH,.,O
,0.72,CD,O
,20,CD,O
,0,NFP,O
,0,NFP,O
,20,CD,O
,14.40,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNP,O
,(EXCL.,-LRB-,O
,GST):,NNP,O
,10.80,CD,O
,GST:,NNP,O
,0.64,CD,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNS,O
,(INC.,-LRB-,O
,GST):,NNP,O
,11.44,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,15.36,CD,O
,TOTAL,JJ,O
,PAYABLE:,NNS,O
,26.80,CD,B-total
,E.&.0.E.,NFP,O
,RECEIVED,VBD,O
,ABOVE,JJ,O
,GOODS,NN,O
,IN,IN,O
,GOOD,JJ,O
,ORDER,NN,O
,CONDITION.,NN,O
,THE,DT,O
,RECIPIENT,NNP,O
,OF,IN,O
,GARDENIA'S,NNP,O
,PRODUCTS,NNP,O
,IS,VBZ,O
,REQUIRED,NN,O
,TO,IN,O
,MAKE,NNP,O
,NECESSARY,NN,O
,ADJUSTMENTS,NNS,O
,TO,IN,O
,ITS,PRP,O
,INPUT,NN,O
,TAX,NN,O
,CLAIMS,NNS,O
,ON,IN,O
,THE,DT,O
,BASIC,NN,O
,OF,IN,O
,THE,DT,O
,ADJUSTMENTS,NNS,O
,SHOWN,VBN,O
,IN,IN,O
,THIS,DT,O
,TAX,NN,O
,INVOICE,NN,O
,/,.,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CUSTOMER'S,NNP,O
,COPY,NNP,O
,FAX:03-,NN,O
,55423213,CD,O
,ISS,NNP,O
,EXC,NNP,O
,SALE,NNP,O
Sentence: 346,GARDENIA,NNP,B-company
,BAKERIES,NNP,I-company
,(KL),-LRB-,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,(139386,NNP,O
,X),NNP,O
,LOT,NNP,B-address
,3,CD,I-address
,JALAN,NNP,I-address
,PELABUR,NNP,I-address
,23/1,CD,I-address
,40300,CD,I-address
,SHAH,NNP,I-address
,ALAM,NNP,I-address
,SELANGOR.,NNP,I-address
,TEL:,ADD,O
,03-,XX,O
,55423228,CD,O
,GST,NNP,O
,ID:,NNP,O
,000381399040,CD,O
,TAX,NN,O
,INVOICE,NNP,O
,/,SYM,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,FW,O
,INV,NN,O
,NO.:,NNP,O
,7929F714,CD,O
,VE0514,NNP,O
,DATE:,NNP,O
,29/09/2017,CD,B-date
,MAKASSAR,NNP,O
,FRESH,NNP,O
,MARKET,NNP,O
,SDN,NNP,B-company
,BHD,NNP,I-company
,GROUND,NNP,O
,FLOOR,NNP,O
,NO,DT,O
,4,CD,O
,&,CC,O
,6,CD,O
,JALAN,NNP,B-address
,SS,NNP,O
,15/4B,CD,O
,47500,CD,O
,SUBANG,NNP,O
,JAYA,NNP,O
,SELANGOR,RB,O
,VE05:,FW,O
,RIDZUAN,NNP,O
,(11900),.,O
,DD:,IN,O
,29/09/2017,CD,B-date
,10:23,CD,O
,DESCRIPTION,NNP,O
,U.P,NNP,O
,D,NNP,O
,AMT(RM),NNP,O
,O.C.,NNP,O
,WHITE,NNP,O
,2.13,CD,O
,3,LS,B-address
,1,LS,O
,0,NFP,O
,2,LS,O
,4.26,CD,O
,WHOLEMEAL,NNP,O
,2.78,CD,O
,3,LS,B-address
,2,LS,O
,0,NFP,O
,1,LS,O
,2.78,CD,O
,O.C,IN,O
,JUMBO,NNP,O
,2.97,CD,O
,3,LS,B-address
,1,LS,O
,0,NFP,O
,2,LS,O
,5.94,CD,O
,TOTAL,NN,O
,0%,CD,O
,SUPPLIES:,NN,O
,12.98,CD,O
,DELICIA-B/SCOTCH,NNP,O
,3.72,CD,O
,0,NFP,O
,1,LS,O
,0,NFP,O
,-1,.,O
,-3.72,NFP,O
,CR-CHOCLT,NNP,O
,0.72,CD,O
,20,CD,O
,0,NFP,O
,0,NFP,O
,20,CD,O
,14.40,CD,O
,MUFFIN,NNP,O
,C&W,NNP,O
,1.25,CD,O
,0,NFP,O
,9,CD,O
,0,NFP,O
,-9,:,O
,-11.25,NFP,O
,TWG,NNP,O
,T'MISU,NNP,O
,1.33,CD,O
,0,NFP,O
,10,CD,O
,0,NFP,O
,-10,NNP,O
,-13.30,:,O
,TOTAL,VB,O
,6%,CD,O
,SUPPLIES,NNP,O
,(EXCL.,-LRB-,O
,GST):,NNP,O
,-13.87,NFP,O
,GST:,NNP,O
,-0.84,NFP,O
,L,NN,O
,6%,CD,O
,SUPPLIES,NNP,O
,(INC.,-LRB-,O
,GST):,NNP,O
,-14.71,.,O
,TOTAL,NN,O
